localidad,sex,age,violence,cruelty,gender,gender_2
USAQUEN,M,7,2.19,2.15,C,H
MARTIRES,M,13,4.1,2.71,C,H
KENNEDY,M,43,5.01,2.59,C,H
MARTIRES,F,12,4.99,4.68,C,F
SUBA,X,33,6.15,5.19,T,F
KENNEDY,F,6,3.76,3.69,C,F
MARTIRES,F,9,3.13,3.95,C,F
SUBA,F,29,5.9,3.57,C,F
USAQUEN,M,21,5.46,1.9,C,H
KENNEDY,M,16,7.9,2.93,C,H
MARTIRES,F,11,5.83,3.39,C,F
USAQUEN,F,12,3.26,3.06,C,F
MARTIRES,M,61,3.42,1.21,C,H
MARTIRES,M,32,7.33,0.76,C,H
USAQUEN,F,78,0.15,3.31,C,F
KENNEDY,F,29,7.22,4.01,C,F
MARTIRES,F,20,5.9,4.88,C,F
MARTIRES,M,10,5.49,1.95,C,H
USAQUEN,F,8,0.8,4.46,C,F
MARTIRES,F,41,4.41,3.05,C,F
SUBA,F,34,5.56,6.06,C,F
USAQUEN,M,30,5.14,2.76,C,H
SUBA,M,26,4.66,4.84,C,H
MARTIRES,F,31,5.76,4.81,C,F
SUBA,F,19,5.81,6.03,C,F
USAQUEN,M,17,4.62,1.39,C,H
USAQUEN,F,23,4.96,6.35,C,F
USAQUEN,F,13,3.44,4.49,C,F
KENNEDY,X,46,3.95,5.86,T,F
SUBA,F,4,4.84,4.5,C,F
KENNEDY,F,18,8.24,3.99,C,F
SUBA,F,22,7.6,5.1,C,F
USAQUEN,X,10,3.06,7.02,T,F
KENNEDY,M,7,3.28,3.71,C,H
MARTIRES,F,8,3.62,3.23,C,F
MARTIRES,F,18,4.79,3.6,C,F
MARTIRES,M,36,5.59,1.65,C,H
KENNEDY,F,39,7.13,5.39,C,F
KENNEDY,F,49,2.94,3.38,C,F
KENNEDY,F,5,5.19,2.45,C,F
USAQUEN,M,23,4.94,3.87,C,H
KENNEDY,F,15,7.77,4.65,C,F
SUBA,F,25,4.05,3.25,C,F
USAQUEN,M,4,1.0,3.06,C,H
USAQUEN,M,17,5.89,0.35,C,H
SUBA,F,17,6.09,3.97,C,F
MARTIRES,F,4,2.98,4.81,C,F
KENNEDY,F,21,7.1,3.95,C,F
KENNEDY,M,41,3.21,2.06,C,H
USAQUEN,F,34,5.1,4.36,C,F
USAQUEN,F,43,5.07,5.41,C,F
MARTIRES,F,4,4.69,3.91,C,F
MARTIRES,F,37,5.3,6.09,C,F
MARTIRES,M,11,6.05,2.81,C,H
SUBA,F,11,5.19,2.81,C,F
KENNEDY,M,9,5.72,2.54,C,H
USAQUEN,M,7,5.31,1.76,C,H
USAQUEN,F,20,4.46,4.76,C,F
KENNEDY,M,14,6.83,2.34,C,H
USAQUEN,M,39,3.66,1.28,C,H
USAQUEN,M,9,1.05,0.68,C,H
KENNEDY,M,19,8.81,3.21,C,H
MARTIRES,F,6,2.58,3.3,C,F
MARTIRES,M,27,4.71,4.47,C,H
USAQUEN,F,31,4.87,3.18,C,F
USAQUEN,F,20,7.06,4.71,C,F
MARTIRES,F,9,6.32,3.87,C,F
USAQUEN,M,11,1.8,0.6,C,H
USAQUEN,X,32,5.16,4.43,T,F
SUBA,F,32,5.0,4.51,C,F
SUBA,M,11,4.64,2.49,C,H
SUBA,X,19,8.36,6.56,T,F
SUBA,M,14,3.4,1.88,C,H
SUBA,M,18,7.16,2.63,C,H
KENNEDY,F,6,4.21,3.89,C,F
MARTIRES,F,9,5.31,3.94,C,F
KENNEDY,F,29,8.2,4.28,C,F
KENNEDY,M,9,5.51,2.89,C,H
KENNEDY,F,1,5.52,5.85,C,F
KENNEDY,F,2,5.23,4.11,C,F
MARTIRES,F,12,5.91,4.45,C,F
KENNEDY,F,9,3.86,3.32,C,F
MARTIRES,M,39,6.3,0.9,C,H
SUBA,F,18,5.43,4.9,C,F
KENNEDY,F,17,8.63,6.19,C,F
USAQUEN,F,26,3.3,6.6,C,F
SUBA,F,12,5.78,4.69,C,F
KENNEDY,M,21,8.26,4.73,C,H
SUBA,M,33,5.01,0.77,C,H
USAQUEN,F,27,4.37,4.45,C,F
SUBA,X,27,5.68,6.46,T,F
SUBA,M,6,2.85,2.12,C,H
USAQUEN,M,19,3.51,3.02,C,H
KENNEDY,M,24,7.5,2.36,C,H
KENNEDY,F,16,7.35,6.3,C,F
USAQUEN,M,4,1.98,0.15,C,H
KENNEDY,M,21,8.17,1.84,C,H
SUBA,F,26,4.84,5.65,C,F
MARTIRES,M,31,4.53,1.51,C,H
KENNEDY,F,16,7.21,5.27,C,F
MARTIRES,M,36,6.19,3.56,C,H
MARTIRES,M,9,3.99,0.64,C,H
KENNEDY,F,25,7.99,4.37,C,F
USAQUEN,F,5,2.4,4.7,C,F
MARTIRES,F,30,6.15,4.62,C,F
USAQUEN,M,39,3.82,2.13,C,H
KENNEDY,F,20,8.54,4.13,C,F
SUBA,X,33,6.15,7.51,T,F
USAQUEN,M,7,0.09,2.57,C,H
USAQUEN,M,17,5.68,4.2,C,H
USAQUEN,M,27,5.2,2.83,C,H
SUBA,F,19,5.82,6.23,C,F
MARTIRES,M,22,7.78,5.27,C,H
USAQUEN,F,22,5.78,5.49,C,F
MARTIRES,F,28,6.62,4.82,C,F
KENNEDY,M,37,5.86,1.61,C,H
KENNEDY,F,4,5.71,5.29,C,F
SUBA,F,13,3.74,5.79,C,F
SUBA,F,16,4.12,4.7,C,F
MARTIRES,M,32,5.99,2.67,C,H
USAQUEN,M,18,5.56,5.64,C,H
USAQUEN,F,45,1.14,4.05,C,F
SUBA,F,8,3.58,1.85,C,F
KENNEDY,F,9,3.57,4.31,C,F
MARTIRES,F,41,4.3,3.09,C,F
SUBA,F,16,7.14,6.11,C,F
MARTIRES,F,13,4.64,3.56,C,F
KENNEDY,F,32,5.92,2.28,C,F
USAQUEN,F,17,3.52,5.4,C,F
KENNEDY,F,21,7.41,5.65,C,F
SUBA,F,28,3.67,4.94,C,F
MARTIRES,M,32,6.51,1.38,C,H
USAQUEN,M,16,3.88,3.04,C,H
SUBA,M,17,6.94,3.84,C,H
MARTIRES,F,28,6.13,4.89,C,F
KENNEDY,F,22,8.76,5.84,C,F
KENNEDY,M,44,6.26,1.26,C,H
SUBA,F,8,3.81,5.22,C,F
SUBA,F,3,3.77,3.68,C,F
USAQUEN,F,25,5.01,4.57,C,F
USAQUEN,M,50,1.75,1.55,C,H
USAQUEN,M,34,5.01,1.78,C,H
USAQUEN,F,21,5.34,3.8,C,F
SUBA,F,24,4.33,4.49,C,F
SUBA,F,2,1.55,3.2,C,F
MARTIRES,F,12,4.32,5.81,C,F
MARTIRES,F,8,1.99,5.8,C,F
SUBA,F,33,3.91,2.83,C,F
USAQUEN,F,23,5.35,5.59,C,F
SUBA,F,40,2.31,2.96,C,F
USAQUEN,M,22,7.05,4.34,C,H
MARTIRES,F,4,5.16,2.56,C,F
SUBA,F,29,3.08,5.33,C,F
SUBA,F,10,2.89,5.0,C,F
MARTIRES,F,10,5.99,4.23,C,F
MARTIRES,F,19,6.49,5.61,C,F
MARTIRES,F,16,6.73,4.67,C,F
KENNEDY,F,34,6.08,3.68,C,F
KENNEDY,M,17,6.93,4.13,C,H
MARTIRES,M,16,6.24,2.71,C,H
MARTIRES,F,18,6.2,5.98,C,F
USAQUEN,M,18,7.31,2.87,C,H
SUBA,F,20,6.11,4.17,C,F
USAQUEN,M,6,3.33,3.06,C,H
SUBA,F,21,7.72,4.85,C,F
KENNEDY,F,50,3.17,2.87,C,F
MARTIRES,F,26,7.01,5.82,C,F
USAQUEN,F,16,3.94,4.02,C,F
KENNEDY,M,14,9.34,2.35,C,H
MARTIRES,M,26,6.24,1.53,C,H
USAQUEN,M,17,2.73,5.43,C,H
USAQUEN,M,47,1.75,0.3,C,H
MARTIRES,M,48,3.6,1.86,C,H
KENNEDY,F,31,5.73,2.43,C,F
SUBA,F,19,5.46,4.33,C,F
KENNEDY,F,31,8.51,3.35,C,F
MARTIRES,M,4,4.61,0.96,C,H
SUBA,F,17,5.65,4.87,C,F
KENNEDY,M,19,8.61,3.58,C,H
SUBA,M,19,6.2,3.31,C,H
USAQUEN,F,20,5.03,4.34,C,F
KENNEDY,M,26,7.36,3.01,C,H
KENNEDY,F,9,4.37,3.75,C,F
USAQUEN,F,36,4.04,3.94,C,F
KENNEDY,F,46,4.44,5.1,C,F
MARTIRES,M,6,5.6,2.03,C,H
KENNEDY,M,8,4.72,1.0,C,H
MARTIRES,F,23,8.23,5.58,C,F
USAQUEN,M,28,4.46,2.2,C,H
SUBA,M,26,4.24,2.57,C,H
MARTIRES,M,16,7.19,3.7,C,H
MARTIRES,M,3,3.62,1.57,C,H
KENNEDY,F,30,7.31,5.85,C,F
SUBA,M,20,6.28,3.49,C,H
KENNEDY,X,51,4.66,3.65,T,F
MARTIRES,F,26,4.38,3.31,C,F
KENNEDY,M,48,4.74,2.01,C,H
USAQUEN,M,36,5.1,2.83,C,H
SUBA,F,25,6.2,6.12,C,F
SUBA,F,20,4.27,5.89,C,F
MARTIRES,M,13,5.12,1.73,C,H
MARTIRES,F,20,7.26,4.36,C,F
MARTIRES,F,11,3.11,2.78,C,F
USAQUEN,M,23,4.64,4.28,C,H
KENNEDY,F,7,3.95,5.12,C,F
KENNEDY,F,3,5.62,4.38,C,F
MARTIRES,F,1,5.7,4.35,C,F
SUBA,F,12,4.22,3.86,C,F
MARTIRES,M,7,4.82,1.66,C,H
SUBA,M,5,2.45,0.81,C,H
SUBA,M,6,3.04,1.74,C,H
SUBA,M,16,6.36,3.53,C,H
SUBA,F,8,1.85,3.36,C,F
KENNEDY,M,27,7.34,2.7,C,H
KENNEDY,F,9,5.62,4.4,C,F
KENNEDY,M,12,5.06,2.51,C,H
KENNEDY,M,5,5.01,3.02,C,H
KENNEDY,M,32,6.82,3.25,C,H
SUBA,F,7,3.44,5.19,C,F
MARTIRES,M,41,3.7,0.79,C,H
KENNEDY,F,11,5.18,2.84,C,F
USAQUEN,F,32,3.97,2.21,C,F
USAQUEN,F,5,2.9,3.94,C,F
SUBA,F,26,6.9,5.62,C,F
KENNEDY,F,25,6.82,6.03,C,F
MARTIRES,F,17,6.88,5.04,C,F
SUBA,M,40,4.17,4.09,C,H
SUBA,M,3,2.62,2.3,C,H
KENNEDY,M,26,5.13,3.63,C,H
USAQUEN,M,8,2.36,2.78,C,H
MARTIRES,F,22,6.57,5.1,C,F
KENNEDY,F,12,4.76,5.09,C,F
SUBA,F,31,5.54,5.54,C,F
KENNEDY,M,52,5.15,1.26,C,H
USAQUEN,M,11,4.09,2.85,C,H
KENNEDY,F,20,8.77,4.82,C,F
SUBA,X,46,3.7,5.86,T,F
KENNEDY,F,26,7.09,5.28,C,F
SUBA,M,23,6.69,1.86,C,H
USAQUEN,F,29,4.52,5.33,C,F
USAQUEN,F,4,3.2,4.15,C,F
SUBA,F,34,4.27,3.55,C,F
USAQUEN,F,19,5.26,5.62,C,F
KENNEDY,M,25,6.93,2.18,C,H
SUBA,M,4,3.29,4.21,C,H
USAQUEN,F,9,1.91,4.7,C,F
MARTIRES,F,35,6.23,4.21,C,F
MARTIRES,M,25,6.31,2.74,C,H
KENNEDY,M,24,9.37,2.95,C,H
USAQUEN,F,26,4.73,4.66,C,F
USAQUEN,F,28,2.52,5.64,C,F
SUBA,M,14,3.84,1.71,C,H
SUBA,F,20,5.81,5.17,C,F
USAQUEN,F,23,5.72,6.34,C,F
KENNEDY,X,31,8.88,6.62,T,F
KENNEDY,X,62,4.37,5.42,T,F
KENNEDY,M,20,8.08,2.22,C,H
KENNEDY,F,22,7.91,4.62,C,F
USAQUEN,F,5,1.41,6.47,C,F
MARTIRES,M,13,4.84,1.07,C,H
SUBA,F,19,4.51,5.75,C,F
SUBA,M,19,4.98,2.95,C,H
MARTIRES,M,20,7.83,1.4,C,H
KENNEDY,F,13,6.92,4.61,C,F
USAQUEN,F,13,2.98,3.15,C,F
USAQUEN,M,1,4.17,2.2,C,H
KENNEDY,F,17,7.87,5.28,C,F
MARTIRES,F,10,4.5,2.51,C,F
MARTIRES,F,19,6.31,3.97,C,F
SUBA,M,27,3.82,1.72,C,H
MARTIRES,M,20,6.85,4.04,C,H
USAQUEN,M,41,1.75,1.76,C,H
KENNEDY,M,13,4.48,1.73,C,H
KENNEDY,F,10,6.61,4.06,C,F
MARTIRES,F,24,6.93,6.22,C,F
SUBA,F,53,2.5,3.05,C,F
SUBA,F,12,3.95,4.71,C,F
SUBA,F,28,5.5,4.84,C,F
MARTIRES,M,8,2.88,1.65,C,H
MARTIRES,F,18,6.88,4.54,C,F
USAQUEN,F,47,0.78,5.64,C,F
KENNEDY,F,38,7.49,3.15,C,F
SUBA,F,3,1.77,4.82,C,F
USAQUEN,F,50,2.83,3.63,C,F
USAQUEN,F,31,4.51,3.31,C,F
SUBA,M,14,5.8,1.97,C,H
SUBA,M,42,3.65,0.06,C,H
SUBA,F,13,6.26,5.25,C,F
MARTIRES,F,33,5.43,3.45,C,F
USAQUEN,F,14,2.08,3.92,C,F
SUBA,M,25,4.79,2.38,C,H
KENNEDY,M,18,8.09,2.9,C,H
USAQUEN,F,15,4.35,5.25,C,F
KENNEDY,M,32,7.11,2.79,C,H
KENNEDY,F,12,5.22,4.88,C,F
SUBA,X,34,4.09,4.97,T,F
USAQUEN,F,19,3.74,5.61,C,F
USAQUEN,M,13,2.08,2.92,C,H
MARTIRES,F,6,3.37,5.79,C,F
USAQUEN,F,58,1.87,3.65,C,F
USAQUEN,M,11,1.76,3.21,C,H
SUBA,F,9,3.5,4.35,C,F
SUBA,F,9,3.3,2.5,C,F
MARTIRES,F,12,5.62,4.58,C,F
KENNEDY,F,40,3.16,3.59,C,F
KENNEDY,M,14,5.81,2.15,C,H
KENNEDY,M,20,6.43,3.06,C,H
SUBA,F,17,5.83,4.5,C,F
SUBA,M,33,5.9,2.32,C,H
USAQUEN,F,9,1.8,3.86,C,F
MARTIRES,M,3,3.61,1.91,C,H
USAQUEN,M,16,5.74,3.4,C,H
SUBA,F,15,4.99,4.84,C,F
KENNEDY,F,14,4.95,2.93,C,F
USAQUEN,F,4,2.06,6.99,C,F
MARTIRES,M,13,5.13,3.17,C,H
KENNEDY,F,16,6.4,4.72,C,F
KENNEDY,F,29,7.2,4.82,C,F
KENNEDY,M,23,7.05,2.51,C,H
KENNEDY,F,33,6.75,4.17,C,F
KENNEDY,F,35,6.25,2.88,C,F
USAQUEN,F,26,3.86,4.44,C,F
SUBA,F,10,4.49,4.54,C,F
USAQUEN,F,15,4.23,3.31,C,F
SUBA,F,32,3.96,2.77,C,F
SUBA,F,3,0.88,5.23,C,F
MARTIRES,M,18,7.26,1.76,C,H
KENNEDY,F,7,5.46,1.34,C,F
SUBA,F,14,4.81,4.01,C,F
KENNEDY,F,19,7.99,5.88,C,F
MARTIRES,X,45,4.33,6.35,T,F
USAQUEN,M,25,3.74,2.08,C,H
KENNEDY,M,33,7.55,0.02,C,H
USAQUEN,M,7,3.83,1.68,C,H
MARTIRES,F,8,3.65,3.01,C,F
USAQUEN,M,18,3.43,3.19,C,H
SUBA,M,9,2.69,0.47,C,H
MARTIRES,F,20,8.15,6.04,C,F
USAQUEN,X,9,2.81,6.84,T,F
KENNEDY,X,53,4.71,3.96,T,F
MARTIRES,X,54,5.15,4.87,T,F
SUBA,F,49,2.98,4.65,C,F
KENNEDY,M,6,5.5,3.15,C,H
KENNEDY,F,21,7.99,4.82,C,F
SUBA,F,21,6.99,5.66,C,F
MARTIRES,F,36,4.06,2.59,C,F
SUBA,F,6,4.18,5.02,C,F
KENNEDY,M,19,7.0,3.59,C,H
USAQUEN,F,11,3.8,5.3,C,F
KENNEDY,F,19,8.18,6.58,C,F
USAQUEN,F,39,3.11,3.98,C,F
USAQUEN,F,43,2.92,4.97,C,F
USAQUEN,M,14,1.53,3.54,C,H
SUBA,X,35,3.97,3.84,T,F
USAQUEN,M,21,6.12,3.02,C,H
SUBA,F,39,3.41,4.1,C,F
USAQUEN,F,39,4.09,3.58,C,F
USAQUEN,F,18,5.21,4.71,C,F
SUBA,F,15,5.53,5.47,C,F
USAQUEN,F,28,3.42,7.4,C,F
KENNEDY,F,2,4.34,3.98,C,F
MARTIRES,X,5,4.93,5.7,T,F
SUBA,M,22,5.81,4.33,C,H
SUBA,M,12,4.66,2.29,C,H
USAQUEN,F,11,2.58,4.61,C,F
SUBA,X,29,7.25,8.22,T,F
KENNEDY,F,8,5.2,0.95,C,F
KENNEDY,M,26,7.62,2.92,C,H
MARTIRES,M,37,7.27,2.67,C,H
KENNEDY,X,29,5.32,6.57,T,F
USAQUEN,F,48,0.14,2.85,C,F
SUBA,F,26,3.82,4.53,C,F
MARTIRES,M,3,2.14,0.94,C,H
SUBA,F,20,6.15,4.73,C,F
USAQUEN,F,2,0.5,3.35,C,F
KENNEDY,M,27,6.05,3.48,C,H
KENNEDY,X,37,8.18,4.6,T,F
MARTIRES,M,8,3.44,2.4,C,H
KENNEDY,M,35,5.64,1.69,C,H
MARTIRES,M,26,7.23,2.7,C,H
USAQUEN,F,25,2.47,4.06,C,F
SUBA,F,13,3.02,2.1,C,F
MARTIRES,F,33,5.38,5.79,C,F
KENNEDY,F,27,6.42,6.85,C,F
MARTIRES,F,12,4.16,2.79,C,F
SUBA,M,48,2.11,1.87,C,H
MARTIRES,M,38,6.48,2.3,C,H
KENNEDY,M,4,4.55,2.46,C,H
KENNEDY,F,1,5.49,2.5,C,F
SUBA,M,25,5.85,2.04,C,H
USAQUEN,M,6,2.86,2.7,C,H
MARTIRES,F,25,6.7,4.22,C,F
SUBA,M,9,4.4,1.77,C,H
MARTIRES,X,31,6.7,3.72,T,F
KENNEDY,M,27,6.26,1.96,C,H
KENNEDY,M,23,8.13,2.69,C,H
SUBA,M,40,2.8,0.64,C,H
USAQUEN,F,26,4.24,4.8,C,F
MARTIRES,M,17,4.91,3.53,C,H
USAQUEN,M,2,1.79,2.42,C,H
MARTIRES,F,49,2.54,4.06,C,F
SUBA,F,2,4.4,4.56,C,F
USAQUEN,F,13,4.15,5.18,C,F
MARTIRES,M,21,7.13,2.09,C,H
SUBA,F,32,4.31,4.11,C,F
SUBA,F,11,3.84,3.56,C,F
USAQUEN,M,24,4.59,2.02,C,H
SUBA,X,38,7.39,5.1,T,F
SUBA,F,22,6.31,5.85,C,F
MARTIRES,M,23,6.47,2.23,C,H
MARTIRES,M,22,7.63,1.98,C,H
USAQUEN,F,3,2.05,3.54,C,F
MARTIRES,M,31,6.94,1.68,C,H
MARTIRES,F,15,5.85,2.63,C,F
USAQUEN,M,10,3.9,2.51,C,H
MARTIRES,F,34,5.18,3.07,C,F
USAQUEN,M,17,4.55,1.86,C,H
KENNEDY,M,11,6.98,0.76,C,H
MARTIRES,M,31,5.91,1.12,C,H
KENNEDY,F,28,6.21,3.88,C,F
SUBA,F,41,1.4,4.61,C,F
SUBA,M,23,6.44,2.77,C,H
MARTIRES,F,42,3.97,3.61,C,F
SUBA,M,24,6.42,4.08,C,H
MARTIRES,F,9,3.21,2.79,C,F
USAQUEN,M,2,2.26,4.92,C,H
KENNEDY,F,22,7.57,5.01,C,F
USAQUEN,F,26,3.45,5.09,C,F
SUBA,F,28,4.67,4.8,C,F
MARTIRES,F,5,3.11,4.61,C,F
MARTIRES,M,25,5.76,2.49,C,H
KENNEDY,M,2,5.04,2.79,C,H
MARTIRES,F,8,4.36,4.34,C,F
SUBA,F,2,1.22,1.68,C,F
MARTIRES,F,21,8.1,3.92,C,F
USAQUEN,F,28,4.5,6.91,C,F
KENNEDY,F,20,9.47,4.69,C,F
MARTIRES,M,12,4.17,0.36,C,H
MARTIRES,M,37,6.53,1.58,C,H
MARTIRES,M,21,6.99,3.11,C,H
KENNEDY,F,9,6.35,3.49,C,F
SUBA,F,29,5.43,4.85,C,F
KENNEDY,F,12,6.47,4.15,C,F
USAQUEN,F,16,4.76,6.16,C,F
MARTIRES,F,30,3.6,4.12,C,F
SUBA,F,29,5.43,6.49,C,F
MARTIRES,F,4,4.18,2.06,C,F
KENNEDY,M,18,9.97,2.44,C,H
USAQUEN,F,9,2.68,3.38,C,F
SUBA,M,20,6.43,3.92,C,H
SUBA,F,1,3.91,4.28,C,F
USAQUEN,F,30,5.24,5.09,C,F
KENNEDY,M,3,5.54,2.61,C,H
SUBA,F,7,2.86,4.78,C,F
MARTIRES,F,5,3.59,2.18,C,F
SUBA,M,12,3.08,3.33,C,H
USAQUEN,F,23,6.39,5.6,C,F
SUBA,F,10,3.9,2.07,C,F
SUBA,M,29,5.5,2.83,C,H
MARTIRES,F,16,7.8,4.89,C,F
KENNEDY,F,8,5.6,3.42,C,F
USAQUEN,F,36,4.49,4.4,C,F
SUBA,F,40,2.94,4.56,C,F
MARTIRES,F,46,4.54,4.77,C,F
KENNEDY,M,22,9.31,3.14,C,H
SUBA,F,28,5.87,6.07,C,F
MARTIRES,F,3,4.24,4.09,C,F
USAQUEN,M,20,5.37,3.08,C,H
MARTIRES,M,31,5.81,2.91,C,H
MARTIRES,M,10,4.72,1.14,C,H
USAQUEN,F,22,6.39,4.84,C,F
KENNEDY,M,19,9.1,4.82,C,H
KENNEDY,M,34,7.5,3.65,C,H
KENNEDY,M,13,7.57,1.27,C,H
USAQUEN,F,7,3.14,5.55,C,F
KENNEDY,M,11,6.47,1.48,C,H
USAQUEN,M,29,4.08,2.35,C,H
SUBA,F,15,7.22,5.58,C,F
SUBA,M,15,6.67,5.11,C,H
MARTIRES,F,24,6.3,5.95,C,F
USAQUEN,M,8,3.67,2.56,C,H
SUBA,F,32,2.65,4.39,C,F
MARTIRES,M,16,7.54,3.16,C,H
USAQUEN,F,26,4.94,5.1,C,F
MARTIRES,F,13,6.06,2.98,C,F
SUBA,M,34,5.06,2.81,C,H
MARTIRES,F,32,6.78,5.26,C,F
MARTIRES,F,29,4.19,4.76,C,F
USAQUEN,F,2,2.23,3.96,C,F
KENNEDY,F,15,7.49,3.81,C,F
SUBA,F,44,3.81,4.71,C,F
USAQUEN,F,5,1.08,6.23,C,F
KENNEDY,F,37,9.66,3.75,C,F
KENNEDY,M,14,5.19,1.74,C,H
USAQUEN,F,9,0.72,4.24,C,F
MARTIRES,F,47,5.84,3.9,C,F
SUBA,F,21,4.86,5.85,C,F
MARTIRES,F,21,7.44,5.16,C,F
SUBA,M,47,2.6,0.76,C,H
KENNEDY,F,7,4.38,4.78,C,F
SUBA,F,8,3.18,4.33,C,F
USAQUEN,F,28,4.49,4.73,C,F
KENNEDY,F,16,7.91,5.79,C,F
SUBA,M,27,3.66,2.01,C,H
KENNEDY,M,23,8.29,2.57,C,H
KENNEDY,F,6,4.7,4.89,C,F
SUBA,M,27,1.98,3.72,C,H
MARTIRES,X,43,5.58,6.31,T,F
KENNEDY,F,4,4.13,3.97,C,F
USAQUEN,F,10,1.6,3.55,C,F
SUBA,F,19,3.86,4.05,C,F
MARTIRES,M,43,4.3,1.51,C,H
USAQUEN,F,23,3.74,3.54,C,F
KENNEDY,M,17,5.86,2.48,C,H
KENNEDY,F,10,5.55,3.36,C,F
MARTIRES,M,23,6.39,3.55,C,H
SUBA,F,26,5.75,4.08,C,F
SUBA,M,18,6.02,2.78,C,H
MARTIRES,M,34,4.87,3.32,C,H
SUBA,M,29,4.6,3.21,C,H
SUBA,F,19,7.42,4.55,C,F
USAQUEN,F,16,4.99,3.78,C,F
MARTIRES,F,22,7.03,4.65,C,F
SUBA,F,1,2.41,3.67,C,F
USAQUEN,F,32,3.86,6.07,C,F
SUBA,M,8,4.4,0.3,C,H
MARTIRES,F,2,4.67,4.21,C,F
KENNEDY,M,6,5.11,4.36,C,H
MARTIRES,M,25,6.21,3.98,C,H
USAQUEN,M,2,1.33,3.06,C,H
USAQUEN,X,12,3.56,7.19,T,F
KENNEDY,M,15,9.45,4.08,C,H
USAQUEN,F,17,3.6,4.31,C,F
MARTIRES,F,24,5.9,6.43,C,F
KENNEDY,F,22,8.79,5.05,C,F
KENNEDY,F,12,6.4,2.63,C,F
USAQUEN,F,21,3.7,4.85,C,F
MARTIRES,M,17,7.96,3.37,C,H
USAQUEN,F,22,4.66,4.85,C,F
SUBA,X,18,3.84,6.42,T,F
MARTIRES,F,29,5.34,4.38,C,F
USAQUEN,F,39,2.96,2.55,C,F
MARTIRES,F,30,4.43,2.32,C,F
MARTIRES,F,12,5.43,3.34,C,F
KENNEDY,F,2,5.72,2.65,C,F
USAQUEN,F,23,5.01,5.22,C,F
USAQUEN,M,25,4.96,0.75,C,H
USAQUEN,M,21,5.95,1.98,C,H
KENNEDY,M,14,6.67,2.85,C,H
USAQUEN,M,27,6.94,2.63,C,H
KENNEDY,M,12,6.54,2.16,C,H
KENNEDY,M,41,3.87,2.19,C,H
MARTIRES,F,10,3.58,4.19,C,F
SUBA,F,23,5.92,4.42,C,F
USAQUEN,F,7,3.11,4.29,C,F
KENNEDY,F,6,4.43,3.11,C,F
MARTIRES,F,10,5.72,3.8,C,F
SUBA,F,19,7.13,5.09,C,F
SUBA,F,18,6.42,4.3,C,F
MARTIRES,F,19,7.5,4.96,C,F
KENNEDY,F,39,6.37,5.09,C,F
USAQUEN,F,9,1.95,4.1,C,F
USAQUEN,M,37,3.62,3.26,C,H
MARTIRES,M,13,4.09,1.77,C,H
KENNEDY,F,13,7.01,2.64,C,F
KENNEDY,X,19,8.5,4.45,T,F
SUBA,F,24,5.48,3.42,C,F
MARTIRES,F,18,7.47,4.05,C,F
KENNEDY,M,17,7.85,3.47,C,H
SUBA,F,29,4.02,4.39,C,F
KENNEDY,M,17,6.32,3.04,C,H
MARTIRES,F,9,4.08,4.13,C,F
SUBA,F,9,3.63,3.78,C,F
MARTIRES,F,31,6.58,5.12,C,F
SUBA,M,20,7.21,1.67,C,H
KENNEDY,F,26,7.87,3.9,C,F
SUBA,F,15,6.44,5.32,C,F
USAQUEN,M,31,3.71,2.33,C,H
USAQUEN,F,14,3.41,2.89,C,F
MARTIRES,F,34,4.45,5.28,C,F
USAQUEN,F,5,2.71,4.2,C,F
MARTIRES,F,42,3.6,4.16,C,F
USAQUEN,X,45,0.92,6.77,T,F
USAQUEN,M,12,1.04,1.89,C,H
MARTIRES,F,33,5.94,3.58,C,F
SUBA,M,16,7.53,3.35,C,H
MARTIRES,F,23,7.22,4.27,C,F
SUBA,F,39,3.97,4.82,C,F
MARTIRES,F,18,8.08,5.67,C,F
MARTIRES,M,10,5.37,1.68,C,H
USAQUEN,F,17,5.06,3.36,C,F
SUBA,M,13,5.33,0.94,C,H
KENNEDY,F,19,9.69,3.96,C,F
USAQUEN,M,32,3.13,3.17,C,H
KENNEDY,F,19,8.0,5.86,C,F
SUBA,M,20,4.66,2.69,C,H
MARTIRES,F,24,5.7,4.9,C,F
MARTIRES,M,44,3.74,1.43,C,H
SUBA,F,32,2.68,3.54,C,F
SUBA,F,24,5.36,5.28,C,F
MARTIRES,F,10,5.97,3.75,C,F
SUBA,M,17,5.94,4.27,C,H
USAQUEN,F,23,4.3,6.47,C,F
MARTIRES,X,18,4.87,7.24,T,F
MARTIRES,F,30,5.74,3.09,C,F
SUBA,M,9,2.75,1.09,C,H
SUBA,F,14,5.01,4.58,C,F
USAQUEN,F,27,4.84,5.2,C,F
MARTIRES,F,20,6.53,5.83,C,F
MARTIRES,F,10,5.47,3.65,C,F
MARTIRES,M,13,4.32,1.82,C,H
SUBA,M,7,3.54,2.06,C,H
SUBA,F,31,3.84,4.11,C,F
USAQUEN,F,22,5.56,4.92,C,F
MARTIRES,F,3,3.57,4.93,C,F
SUBA,M,7,4.22,0.88,C,H
SUBA,F,20,7.99,3.51,C,F
SUBA,F,9,3.24,4.43,C,F
USAQUEN,M,24,4.5,3.59,C,H
USAQUEN,F,26,4.69,4.62,C,F
KENNEDY,M,22,8.21,1.57,C,H
